"Date","Instagram Profile","Followers","Net Follower Growth","Followers Gained","Followers Lost","Following","Net Following Growth","Published Posts & Stories","Impressions","Reach","Engagements","Likes","Comments","Saves","Story Replies","Profile Actions","Engagement Rate (per Impression)"
"03-31-2022","ucberkeleysummer","1,684","2","2","0","112","0","1","172","153","0","0","0","0","0","0","0%"
"03-31-2022","ucbstudyabroad","2,609","0","2","2","223","0","0","143","35","1","1","0","0","0","1","0.7%"
"04-01-2022","ucberkeleysummer","1,686","2","4","2","112","0","0","116","63","5","5","0","0","0","0","4.31%"
"04-01-2022","ucbstudyabroad","2,610","1","2","1","223","0","0","44","17","5","2","0","3","0","0","11.36%"
"04-02-2022","ucberkeleysummer","1,688","2","3","1","112","0","0","44","22","0","0","0","0","0","0","0%"
"04-02-2022","ucbstudyabroad","2,611","1","2","1","223","0","0","25","9","0","0","0","0","0","0","0%"
"04-03-2022","ucberkeleysummer","1,689","1","2","1","112","0","0","33","14","0","0","0","0","0","0","0%"
"04-03-2022","ucbstudyabroad","2,610","-1","1","2","223","0","0","26","2","0","0","0","0","0","0","0%"
"04-04-2022","ucberkeleysummer","1,688","-1","1","2","112","0","0","73","7","0","0","0","0","0","0","0%"
"04-04-2022","ucbstudyabroad","2,612","2","4","2","223","0","0","190","15","0","0","0","0","0","0","0%"
"04-05-2022","ucberkeleysummer","1,688","0","3","3","112","0","0","42","4","0","0","0","0","0","1","0%"
"04-05-2022","ucbstudyabroad","2,614","2","4","2","223","0","1","448","315","24","24","0","0","0","0","5.36%"
"04-06-2022","ucberkeleysummer","1,691","3","5","2","112","0","0","16","7","0","0","0","0","0","0","0%"
"04-06-2022","ucbstudyabroad","2,618","4","5","1","223","0","1","471","350","36","36","0","0","0","0","7.64%"
"04-07-2022","ucberkeleysummer","1,692","1","1","0","112","0","0","19","6","0","0","0","0","0","0","0%"
"04-07-2022","ucbstudyabroad","2,619","1","4","3","223","0","0","333","220","30","28","2","0","0","0","9.01%"
"04-08-2022","ucberkeleysummer","1,694","2","6","4","112","0","4","1,346","257","3","2","0","1","0","0","0.22%"
"04-08-2022","ucbstudyabroad","2,624","5","6","1","223","0","0","516","258","9","9","0","0","0","0","1.74%"
"04-09-2022","ucberkeleysummer","1,697","3","3","0","112","0","2","713","299","12","11","0","1","0","2","1.68%"
"04-09-2022","ucbstudyabroad","2,624","0","0","0","223","0","0","318","69","2","2","0","0","0","0","0.63%"
"04-10-2022","ucberkeleysummer","1,697","0","4","4","112","0","0","293","121","6","5","0","1","0","1","2.05%"
"04-10-2022","ucbstudyabroad","2,627","3","4","1","223","0","0","38","9","0","0","0","0","0","1","0%"
"04-11-2022","ucberkeleysummer","1,698","1","1","0","112","0","1","290","218","16","11","1","4","0","4","5.52%"
"04-11-2022","ucbstudyabroad","2,623","-4","1","5","223","0","0","56","11","0","0","0","0","0","0","0%"
"04-12-2022","ucberkeleysummer","1,698","0","2","2","112","0","1","254","165","5","5","0","0","0","1","1.97%"
"04-12-2022","ucbstudyabroad","2,623","0","2","2","223","0","0","139","16","0","0","0","0","0","0","0%"
"04-13-2022","ucberkeleysummer","1,697","-1","2","3","112","0","0","97","53","4","2","0","2","0","1","4.12%"
"04-13-2022","ucbstudyabroad","2,623","0","3","3","223","0","1","579","464","41","41","0","0","0","0","7.08%"
"04-14-2022","ucberkeleysummer","1,697","0","2","2","112","0","1","244","140","4","3","0","1","0","0","1.64%"
"04-14-2022","ucbstudyabroad","2,625","2","2","0","223","0","0","196","146","24","23","0","1","0","0","12.24%"
"04-15-2022","ucberkeleysummer","1,699","2","2","0","112","0","0","85","42","2","2","0","0","0","0","2.35%"
"04-15-2022","ucbstudyabroad","2,626","1","1","0","223","0","1","478","392","29","28","0","1","0","0","6.07%"
"04-16-2022","ucberkeleysummer","1,703","4","4","0","112","0","0","94","21","0","0","0","0","0","0","0%"
"04-16-2022","ucbstudyabroad","2,629","3","5","2","223","0","0","80","66","6","6","0","0","0","0","7.5%"
"04-17-2022","ucberkeleysummer","1,707","4","4","0","112","0","0","62","11","0","0","0","0","0","2","0%"
"04-17-2022","ucbstudyabroad","2,629","0","0","0","223","0","0","112","36","0","0","0","0","0","2","0%"
"04-18-2022","ucberkeleysummer","1,709","2","2","0","112","0","2","481","216","7","4","0","3","0","1","1.46%"
"04-18-2022","ucbstudyabroad","2,629","0","1","1","223","0","0","48","14","1","1","0","0","0","0","2.08%"
"04-19-2022","ucberkeleysummer","1,710","1","1","0","112","0","1","326","194","8","7","0","1","0","0","2.45%"
"04-19-2022","ucbstudyabroad","2,633","4","4","0","223","0","1","394","293","10","9","1","0","0","0","2.54%"
"04-20-2022","ucberkeleysummer","1,710","0","3","3","112","0","0","113","48","1","1","0","0","0","0","0.88%"
"04-20-2022","ucbstudyabroad","2,633","0","0","0","223","0","1","537","383","27","19","0","8","0","2","5.03%"
"04-21-2022","ucberkeleysummer","1,711","1","3","2","112","0","1","345","222","6","3","0","3","0","0","1.74%"
"04-21-2022","ucbstudyabroad","2,635","2","3","1","223","0","1","546","403","51","41","0","10","0","3","9.34%"
"04-22-2022","ucberkeleysummer","1,715","4","4","0","112","0","0","63","50","4","2","1","1","0","0","6.35%"
"04-22-2022","ucbstudyabroad","2,635","0","3","3","223","0","0","144","83","12","10","0","2","0","1","8.33%"
"04-23-2022","ucberkeleysummer","1,716","1","1","0","112","0","0","67","22","0","0","0","0","0","1","0%"
"04-23-2022","ucbstudyabroad","2,636","1","3","2","223","0","0","60","38","0","0","0","0","0","2","0%"
"04-24-2022","ucberkeleysummer","1,719","3","7","4","112","0","0","108","16","0","0","0","0","0","0","0%"
"04-24-2022","ucbstudyabroad","2,640","4","4","0","223","0","0","57","17","0","0","0","0","0","0","0%"
"04-25-2022","ucberkeleysummer","1,721","2","2","0","112","0","1","228","184","4","4","0","0","0","0","1.75%"
"04-25-2022","ucbstudyabroad","2,639","-1","0","1","223","0","0","49","14","0","0","0","0","0","0","0%"
"04-26-2022","ucberkeleysummer","1,724","3","3","0","112","0","0","60","47","3","2","0","1","0","0","5%"
"04-26-2022","ucbstudyabroad","2,636","-3","0","3","223","0","1","468","308","3","2","0","1","0","3","0.64%"
"04-27-2022","ucberkeleysummer","1,724","0","0","0","112","0","1","186","141","6","5","0","1","0","0","3.23%"
"04-27-2022","ucbstudyabroad","2,639","3","7","4","223","0","1","370","258","15","15","0","0","0","0","4.05%"
"04-28-2022","ucberkeleysummer","1,723","-1","0","1","112","0","1","251","124","2","1","0","1","0","2","0.8%"
"04-28-2022","ucbstudyabroad","2,639","0","0","0","223","0","0","99","47","9","8","0","1","0","0","9.09%"
"04-29-2022","ucberkeleysummer","1,722","-1","2","3","112","0","1","288","148","10","7","1","2","0","1","3.47%"
"04-29-2022","ucbstudyabroad","2,641","2","2","0","223","0","0","124","32","5","5","0","0","0","0","4.03%"
"04-30-2022","ucberkeleysummer","1,723","1","1","0","112","0","0","61","35","2","1","0","1","0","2","3.28%"
"04-30-2022","ucbstudyabroad","2,641","0","2","2","223","0","0","11","8","0","0","0","0","0","0","0%"
"05-01-2022","ucberkeleysummer","1,721","-2","0","2","112","0","0","76","23","0","0","0","0","0","0","0%"
"05-01-2022","ucbstudyabroad","2,644","3","5","2","223","0","0","35","13","0","0","0","0","0","0","0%"
"05-02-2022","ucberkeleysummer","1,721","0","3","3","112","0","1","182","134","2","2","0","0","0","0","1.1%"
"05-02-2022","ucbstudyabroad","2,651","7","7","0","223","0","1","331","286","5","4","1","0","0","0","1.51%"
"05-03-2022","ucberkeleysummer","1,722","1","2","1","112","0","0","61","29","3","2","0","1","0","0","4.92%"
"05-03-2022","ucbstudyabroad","2,652","1","1","0","223","0","0","111","54","13","13","0","0","0","0","11.71%"
"05-04-2022","ucberkeleysummer","1,721","-1","5","6","112","0","2","292","142","3","2","1","0","0","0","1.03%"
"05-04-2022","ucbstudyabroad","2,652","0","1","1","223","0","0","52","25","6","6","0","0","0","1","11.54%"
"05-05-2022","ucberkeleysummer","1,725","4","5","1","112","0","1","228","118","4","3","0","1","0","0","1.75%"
"05-05-2022","ucbstudyabroad","2,652","0","0","0","223","0","0","96","20","1","1","0","0","0","0","1.04%"
"05-06-2022","ucberkeleysummer","1,729","4","4","0","112","0","1","193","118","24","3","0","21","0","0","12.44%"
"05-06-2022","ucbstudyabroad","2,651","-1","1","2","223","0","1","539","326","16","16","0","0","0","0","2.97%"
"05-07-2022","ucberkeleysummer","1,730","1","1","0","112","0","0","80","55","22","1","0","21","0","0","27.5%"
"05-07-2022","ucbstudyabroad","2,648","-3","0","3","223","0","0","89","80","5","5","0","0","0","0","5.62%"
"05-08-2022","ucberkeleysummer","1,730","0","0","0","112","0","0","38","32","2","2","0","0","0","0","5.26%"
"05-08-2022","ucbstudyabroad","2,649","1","2","1","223","0","0","33","32","2","2","0","0","0","0","6.06%"
"05-09-2022","ucberkeleysummer","1,729","-1","0","1","112","0","1","168","116","2","2","0","0","0","1","1.19%"
"05-09-2022","ucbstudyabroad","2,647","-2","2","4","223","0","0","133","16","1","1","0","0","0","2","0.75%"
"05-10-2022","ucberkeleysummer","1,727","-2","1","3","112","0","1","135","102","1","1","0","0","0","0","0.74%"
"05-10-2022","ucbstudyabroad","2,648","1","1","0","223","0","1","432","362","21","21","0","0","0","0","4.86%"
"05-11-2022","ucberkeleysummer","1,724","-3","2","5","112","0","1","460","186","2","2","0","0","0","0","0.43%"
"05-11-2022","ucbstudyabroad","2,647","-1","3","4","223","0","0","105","64","4","3","1","0","0","0","3.81%"
"05-12-2022","ucberkeleysummer","1,724","0","2","2","112","0","1","333","146","6","0","0","6","0","0","1.8%"
"05-12-2022","ucbstudyabroad","2,647","0","0","0","223","0","1","315","272","1","1","0","0","0","0","0.32%"
"05-13-2022","ucberkeleysummer","1,722","-2","1","3","112","0","0","35","27","7","6","0","1","0","0","20%"
"05-13-2022","ucbstudyabroad","2,646","-1","2","3","223","0","0","89","75","18","18","0","0","0","0","20.22%"
"05-14-2022","ucberkeleysummer","1,725","3","4","1","112","0","0","42","18","1","1","0","0","0","0","2.38%"
"05-14-2022","ucbstudyabroad","2,647","1","1","0","223","0","0","31","29","2","2","0","0","0","0","6.45%"
"05-15-2022","ucberkeleysummer","1,723","-2","1","3","112","0","0","24","10","0","0","0","0","0","1","0%"
"05-15-2022","ucbstudyabroad","2,647","0","0","0","223","0","0","27","21","1","1","0","0","0","0","3.7%"
"05-16-2022","ucberkeleysummer","1,724","1","4","3","112","0","1","197","113","1","1","0","0","0","1","0.51%"
"05-16-2022","ucbstudyabroad","2,649","2","2","0","223","0","1","406","305","12","12","0","0","0","0","2.96%"
"05-17-2022","ucberkeleysummer","1,726","2","2","0","112","0","1","228","138","3","3","0","0","0","1","1.32%"
"05-17-2022","ucbstudyabroad","2,650","1","1","0","223","0","0","136","69","4","4","0","0","0","0","2.94%"
"05-18-2022","ucberkeleysummer","1,728","2","2","0","112","0","1","211","113","0","0","0","0","0","1","0%"
"05-18-2022","ucbstudyabroad","2,649","-1","2","3","223","0","0","112","38","3","3","0","0","0","0","2.68%"
"05-19-2022","ucberkeleysummer","1,732","4","6","2","112","0","6","927","240","9","9","0","0","0","1","0.97%"
"05-19-2022","ucbstudyabroad","2,645","-4","0","4","223","0","1","257","219","12","12","0","0","0","0","4.67%"
"05-20-2022","ucberkeleysummer","1,733","1","1","0","112","0","1","484","201","8","8","0","0","0","1","1.65%"
"05-20-2022","ucbstudyabroad","2,645","0","1","1","223","0","0","78","63","3","3","0","0","0","0","3.85%"
"05-21-2022","ucberkeleysummer","1,734","1","1","0","112","0","0","102","60","4","4","0","0","0","0","3.92%"
"05-21-2022","ucbstudyabroad","2,649","4","6","2","223","0","0","86","25","4","4","0","0","0","0","4.65%"
"05-22-2022","ucberkeleysummer","1,734","0","1","1","112","0","0","97","29","0","0","0","0","0","0","0%"
"05-22-2022","ucbstudyabroad","2,650","1","1","0","223","0","0","46","15","1","1","0","0","0","1","2.17%"
"05-23-2022","ucberkeleysummer","1,733","-1","2","3","112","0","2","430","272","2","1","0","1","0","1","0.47%"
"05-23-2022","ucbstudyabroad","2,649","-1","3","4","223","0","0","75","8","0","0","0","0","0","0","0%"
"05-24-2022","ucberkeleysummer","1,735","2","3","1","112","0","0","125","88","24","22","0","2","0","1","19.2%"
"05-24-2022","ucbstudyabroad","2,648","-1","0","1","223","0","0","71","11","0","0","0","0","0","0","0%"
"05-25-2022","ucberkeleysummer","1,735","0","0","0","112","0","0","42","31","2","2","0","0","0","1","4.76%"
"05-25-2022","ucbstudyabroad","2,651","3","6","3","222","-1","0","72","59","0","0","0","0","0","0","0%"
"05-26-2022","ucberkeleysummer","1,736","1","1","0","112","0","0","107","103","0","0","0","0","0","0","0%"
"05-26-2022","ucbstudyabroad","2,651","0","0","0","222","0","0","23","15","8","8","0","0","0","1","34.78%"
"05-27-2022","ucberkeleysummer","1,738","2","3","1","112","0","0","59","34","0","0","0","0","0","0","0%"
"05-27-2022","ucbstudyabroad","2,653","2","2","0","222","0","4","1,256","453","1","1","0","0","0","0","0.08%"
"05-28-2022","ucberkeleysummer","1,739","1","1","0","111","-1","0","41","10","0","0","0","0","0","0","0%"
"05-28-2022","ucbstudyabroad","2,650","-3","1","4","222","0","0","340","191","18","15","0","3","0","4","5.29%"
"05-29-2022","ucberkeleysummer","1,740","1","4","3","111","0","0","38","9","0","0","0","0","0","0","0%"
"05-29-2022","ucbstudyabroad","2,650","0","3","3","222","0","0","67","59","14","13","0","1","0","1","20.9%"
"05-30-2022","ucberkeleysummer","1,742","2","2","0","111","0","0","22","3","0","0","0","0","0","0","0%"
"05-30-2022","ucbstudyabroad","2,652","2","2","0","222","0","0","53","31","3","3","0","0","0","0","5.66%"
"05-31-2022","ucberkeleysummer","1,743","1","1","0","111","0","1","210","143","0","0","0","0","0","1","0%"
"05-31-2022","ucbstudyabroad","2,655","3","3","0","222","0","0","20","7","0","0","0","0","0","4","0%"
"06-01-2022","ucberkeleysummer","1,744","1","2","1","111","0","0","93","53","2","2","0","0","0","1","2.15%"
"06-01-2022","ucbstudyabroad","2,659","4","4","0","223","1","1","815","516","25","18","0","7","0","4","3.07%"
"06-02-2022","ucberkeleysummer","1,745","1","1","0","111","0","0","23","21","0","0","0","0","0","1","0%"
"06-02-2022","ucbstudyabroad","2,657","-2","0","2","223","0","0","116","91","12","7","0","5","0","1","10.34%"
"06-03-2022","ucberkeleysummer","1,746","1","1","0","111","0","0","57","9","0","0","0","0","0","0","0%"
"06-03-2022","ucbstudyabroad","2,660","3","4","1","223","0","1","352","251","15","15","0","0","0","0","4.26%"
"06-04-2022","ucberkeleysummer","1,749","3","5","2","111","0","0","23","6","0","0","0","0","0","1","0%"
"06-04-2022","ucbstudyabroad","2,660","0","2","2","223","0","0","130","87","2","2","0","0","0","0","1.54%"
"06-05-2022","ucberkeleysummer","1,752","3","3","0","111","0","0","139","11","0","0","0","0","0","0","0%"
"06-05-2022","ucbstudyabroad","2,660","0","0","0","222","-1","0","51","32","4","4","0","0","0","0","7.84%"
"06-06-2022","ucberkeleysummer","1,756","4","6","2","111","0","1","221","171","8","8","0","0","0","1","3.62%"
"06-06-2022","ucbstudyabroad","2,660","0","3","3","223","1","0","199","18","1","1","0","0","0","1","0.5%"
"06-07-2022","ucberkeleysummer","1,758","2","2","0","111","0","0","90","46","5","5","0","0","0","1","5.56%"
"06-07-2022","ucbstudyabroad","2,660","0","2","2","223","0","1","460","392","21","21","0","0","0","0","4.57%"
"06-08-2022","ucberkeleysummer","1,759","1","1","0","111","0","0","22","14","1","1","0","0","0","0","4.55%"
"06-08-2022","ucbstudyabroad","2,669","9","12","3","223","0","0","380","85","4","4","0","0","0","0","1.05%"
"06-09-2022","ucberkeleysummer","1,760","1","2","1","111","0","0","47","12","1","1","0","0","0","1","2.13%"
"06-09-2022","ucbstudyabroad","2,677","8","8","0","223","0","1","750","354","26","26","0","0","0","1","3.47%"
"06-10-2022","ucberkeleysummer","1,759","-1","0","1","111","0","0","43","7","0","0","0","0","0","0","0%"
"06-10-2022","ucbstudyabroad","2,680","3","3","0","223","0","0","207","96","14","14","0","0","0","0","6.76%"
"06-11-2022","ucberkeleysummer","1,760","1","1","0","111","0","0","12","7","0","0","0","0","0","2","0%"
"06-11-2022","ucbstudyabroad","2,681","1","1","0","223","0","0","65","48","4","3","0","1","0","0","6.15%"
"06-12-2022","ucberkeleysummer","1,761","1","3","2","111","0","0","5","2","0","0","0","0","0","0","0%"
"06-12-2022","ucbstudyabroad","2,681","0","1","1","223","0","0","65","11","2","2","0","0","0","0","3.08%"
"06-13-2022","ucberkeleysummer","1,761","0","1","1","111","0","1","236","206","9","7","0","2","0","2","3.81%"
"06-13-2022","ucbstudyabroad","2,686","5","7","2","223","0","1","575","379","25","24","0","1","0","0","4.35%"
"06-14-2022","ucberkeleysummer","1,762","1","1","0","111","0","1","356","168","11","6","0","5","0","3","3.09%"
"06-14-2022","ucbstudyabroad","2,684","-2","3","5","223","0","0","188","92","18","18","0","0","0","3","9.57%"
"06-15-2022","ucberkeleysummer","1,763","1","3","2","111","0","0","116","59","1","1","0","0","0","0","0.86%"
"06-15-2022","ucbstudyabroad","2,684","0","4","4","223","0","0","624","299","3","3","0","0","0","2","0.48%"
"06-16-2022","ucberkeleysummer","1,764","1","1","0","111","0","0","44","6","0","0","0","0","0","0","0%"
"06-16-2022","ucbstudyabroad","2,682","-2","0","2","226","3","1","432","330","16","15","0","1","0","2","3.7%"
"06-17-2022","ucberkeleysummer","1,763","-1","1","2","111","0","0","115","22","0","0","0","0","0","1","0%"
"06-17-2022","ucbstudyabroad","2,689","7","10","3","226","0","0","385","166","32","32","0","0","0","2","8.31%"
"06-18-2022","ucberkeleysummer","1,763","0","1","1","111","0","0","34","7","0","0","0","0","0","0","0%"
"06-18-2022","ucbstudyabroad","2,694","5","5","0","226","0","0","140","63","9","9","0","0","0","1","6.43%"
"06-19-2022","ucberkeleysummer","1,763","0","2","2","111","0","0","8","6","0","0","0","0","0","0","0%"
"06-19-2022","ucbstudyabroad","2,698","4","4","0","226","0","1","401","317","7","6","0","1","0","0","1.75%"
"06-20-2022","ucberkeleysummer","1,764","1","1","0","111","0","0","49","7","1","0","0","1","0","0","2.04%"
"06-20-2022","ucbstudyabroad","2,697","-1","2","3","226","0","0","169","115","32","29","0","3","0","1","18.93%"
"06-21-2022","ucberkeleysummer","1,766","2","3","1","111","0","1","267","174","14","14","0","0","0","1","5.24%"
"06-21-2022","ucbstudyabroad","2,697","0","1","1","226","0","0","97","49","3","3","0","0","0","0","3.09%"
"06-22-2022","ucberkeleysummer","1,768","2","2","0","111","0","0","70","36","3","3","0","0","0","0","4.29%"
"06-22-2022","ucbstudyabroad","2,698","1","2","1","226","0","1","473","389","30","29","0","1","0","2","6.34%"
"06-23-2022","ucberkeleysummer","1,771","3","3","0","111","0","0","62","19","0","0","0","0","0","2","0%"
"06-23-2022","ucbstudyabroad","2,705","7","8","1","226","0","0","412","117","10","9","1","0","0","3","2.43%"
"06-24-2022","ucberkeleysummer","1,771","0","0","0","111","0","0","49","11","1","1","0","0","0","3","2.04%"
"06-24-2022","ucbstudyabroad","2,710","5","5","0","226","0","0","134","60","5","5","0","0","0","0","3.73%"
"06-25-2022","ucberkeleysummer","1,771","0","0","0","111","0","0","12","3","0","0","0","0","0","0","0%"
"06-25-2022","ucbstudyabroad","2,707","-3","0","3","226","0","1","347","307","14","14","0","0","0","0","4.03%"
"06-26-2022","ucberkeleysummer","1,770","-1","0","1","111","0","0","16","13","0","0","0","0","0","0","0%"
"06-26-2022","ucbstudyabroad","2,707","0","1","1","226","0","0","190","138","6","6","0","0","0","0","3.16%"
"06-27-2022","ucberkeleysummer","1,768","-2","2","4","111","0","0","66","11","0","0","0","0","0","0","0%"
"06-27-2022","ucbstudyabroad","2,709","2","2","0","226","0","1","472","340","23","23","0","0","0","0","4.87%"
"06-28-2022","ucberkeleysummer","1,767","-1","0","1","111","0","0","70","6","0","0","0","0","0","1","0%"
"06-28-2022","ucbstudyabroad","2,709","0","0","0","226","0","0","135","75","7","5","1","1","0","0","5.19%"
"06-29-2022","ucberkeleysummer","1,767","0","0","0","111","0","0","32","9","0","0","0","0","0","0","0%"
"06-29-2022","ucbstudyabroad","2,709","0","0","0","226","0","0","67","33","0","0","0","0","0","0","0%"
"06-30-2022","ucberkeleysummer","1,770","3","3","0","111","0","0","","","0","0","0","0","0","",""
"06-30-2022","ucbstudyabroad","","","","","","","0","","","0","0","0","0","0","",""
